title,year,journal,doi,volume,authors,url,language,abstract,category,type,focus,Cfoc_1,Cfoc_2,Cfoc_3,Cmult_foc,Ofoc_1,Ofoc_2,Ofoc_3,Omult_foc,location,sub_location,mult_location,international,life_history_stage,study_duration,experiment_type,nat_product_benefit,keywords,recommendation
"Briaexcavatolides S-V, four new briaranes from a Formosan gorgonian Briareum excavatum",2003,JOURNAL OF NATURAL PRODUCTS,10.1021/np030102d,66,"Wu, SL and Sung, PJ and Su, JH and Sheu, JH",https://pubs.acs.org/doi/full/10.1021/np030102d?casa_token=GqbQIaM9gKIAAAAA:P4-tPQFMGfppqxIsWjOx3ymU8ySNZg153MUiWD4XUbd9R0rshsLHRqMTrbmIWdEMG-alD9NdFHe-mdU&casa_token=iMSVWQVVYOwAAAAA:DDd6jl-9VaaxWZraP2r6NtiYUHOnx6nkDMzP-w3LiOCH7APy7UJQnVkynTdy8Cp89iCE4jjbZs85GWs,english,"Four new briarane-type diterpenoids, briaexcavatolides S-V (1-4), have been isolated from a Formosan gorgonian Briareum excavatum. The structures, including the relative stereochemistry of these new metabolites, were established by extensive 1D and 2D NMR spectroscopic methods and by comparison of the related spectral data with those of known analogues.",natural_products,octocoral,single,briareum_excavatum,NA,NA,NA,NA,NA,NA,NA,south,NA,NA,N,adult,undefined,laboratory,NA,NA,NA
Briarane derivatives from the gorgonian coral Junceella fragilis,2003,CHEMICAL & PHARMACEUTICAL BULLETIN,10.1248/cpb.51.1429,51,"Sung, PJ and Fan, TY and Fang, LS and Wu, SL and Li, JJ and Chen, MC and Cheng, YM and Wang, GH",https://www.jstage.jst.go.jp/article/cpb/51/12/51_12_1429/_article/-char/ja/,english,"A new trihydroxyl briarane-type diterpenoid, junceellolide H (1), along with two known compounds, praelolide (2) and junceellin (3), have been isolated from the gorgonian coral Junceella fragilis. The structure, including the relative configuration of the new diterpenoid 1, was elucidated by extensive spectroscopic methods.",natural_products,octocoral,single,junceella_fragilis,NA,NA,NA,NA,NA,NA,NA,south,NA,NA,N,adult,undefined,laboratory,cytotoxicity,Junceella fragilis; junceellolide; praelolide; junceellin; gorgonian; briarane,NA
"Juncin N, a new briarane-type diterpenoid from the gorgonian coral Junceella juncea",2003,HETEROCYCLES,NA,61,"Sung, PJ and Fan, TY and Fang, LS and Sheu, JH and Wu, SL and Wang, GH and Lin, MR",https://triggered.stanford.clockss.org/ServeContent?url=http://www.heterocycles.jp%2Fclockss%2Fdownloads%2FPDF%2F01150%2F61%2F1,english,"A new chlorinated briarane-type diterpenoid, juncin N (1), has been isolated from the gorgonian coral Junceella juncea. The structure, including the relative configuration of the new compound (1), was elucidated by the combination of extensive spectral data analysis, especially in I D and 2D NMR.",natural_products,octocoral,single,junceella_juncea,NA,NA,NA,NA,NA,NA,NA,south,NA,NA,N,adult,undefined,laboratory,cytotoxicity,juncin; briarane; diterpenoid; gorgonian; Junceella,NA
"9-O-deacetylumbraculolide A, a new diterpenoid from the gorgonian Junceella fragilis",2003,Heterocycles,10.3987/COM-03-9715,60,"Sung, Ping-Jyun and Fan, Tung-Yung",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038034312&doi=10.3987%2fCOM-03-9715&partnerID=40&md5=c8b5fbdb8bffc964daadad713e3f61a5,english,"A new briarane-type diterpenoid, 9-O-deacetylumbraculolide A (1), has been isolated from a Formosan gorgonian Junceella fragilis. The structure of this metabolite was established by spectroscopic and chemical methods.",natural_products,octocoral,single,junceella_fragilis,NA,NA,NA,NA,NA,NA,NA,undefined,NA,NA,N,adult,undefined,laboratory,NA,NA,NA
A New Marine Metabolite from Isis hippuris and a Furanosesterterpene from Aplysilla sulfurea,2003,Chinese Pharmaceutical Journal,NA,55,"Chang, Yao-To and Lin, Chung-Ling and Khalil, Ashraf Taha and Shen, Ya Ching",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142215690&partnerID=40&md5=a3c3e759b6701a518505b7655ca243fe,english,"Chemical investigation of the Formosan gorgonian Isis hippuris (Gorgonaceae) resulted in the isolation of the new compound, 4-hydroxy-5-(p-hydroxyphenyl)-pentane-2,5-dione (1). Investigation of the marine sponge Aplysilla sulfurea Schulze (Aplysillidae) led to the isolation of the linear furanosesterterpene, fasciculatin (2). The compounds were identified on the basis of extensive spectral studies, especially 2 D NMR.",natural_products,octocoral,single,isis_hippuris,NA,NA,NA,NA,NA,NA,NA,undefined,NA,NA,N,adult,undefined,laboratory,NA,NA,NA
"Sex steroids in scleractinian coral, Euphyllia ancora: Implication in mass spawning",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.012450,68,"Twan, WH and Hwang, JS and Chang, CF",https://academic.oup.com/biolreprod/article-abstract/68/6/2255/2683854,english,"The objectives of this study were to investigate the presence and annual cycle of sex steroids in scleractinian coral, Euphyllia ancora. The free and conjugated forms of sex steroids in coral and spawning seawater were investigated, and aromatase activity, in the coral tissue was identified. Polyps collected from corals and seawater were extracted with diethyl ether, and purified by alumina column and reversed-phase HPLC; testosterone and estradiol-17beta (E-2) was measured by a validated RIA. E-2 and testosterone in their free and glucuronide forms were consistently detected in coral tissue throughout the year. Peak concentrations of free E-2, E-2 glucuronide, and testosterone glucuronide were obtained in the coral tissue just prior to spawning. The presence of specific aromatase activity was demonstrated in coral tissue. Free E-2 and E-2 glucuronide concentrations were higher than androgen (testosterone and testosterone glucuronide) in coral tissue and spawning seawater. Higher concentrations of free E-2 than E-2 glucuronide were detected in coral tissues throughout the year. In contrast, higher concentrations of E-2 glucuronide than free E-2 and testosterone glucuronide were found in seawater during mass coral spawning. No steroid sulfate could be detected in the coral tissue and seawater. We suggest that the release of E-2 glucuronide may play an important role in coral mass spawning.",reproduction,scleractinian,single,euphyllia_ancora,NA,NA,NA,NA,NA,NA,NA,south,nanwan_bay,NA,N,adult,long,mixed,NA,estradiol; pheromones; seasonal reproduction; steroid hormones; testosterone,NA
Evolutionary conservation of the bone morphogenetic protein 2/4 gene between diploblastic and triploblastic metazoans,2003,ZOOLOGICAL STUDIES,NA,42,"Hwang, SPL and Chen, CLA and Peng, MY and Chen, CP",NA,english,"Sheng-Ping L. Hwang, Chaolun Allen Chen, Mou-Yung Peng and Chang-Po Chen (2003) Evolutionary conservation of the bone morphogenetic protein 2/4 gene between diploblastic and triploblastic metazoans. Zoological Studies 42 (1):227-234. Bone morphogenetic protein 4 (BMP4) is a multifunctional regulator during both vertebrate and invertebrate development. BMP4 and DPP (Drosophila homolog) have been shown to regulate the dorsal-ventral patterning in both vertebrates and Drosophila. These results infer that BMP4 homologs possibly only exist in the Bilateria. In this report, we show the presence of BMP4 homologs in 4 coral species including Acropora muricata, A. digitifera, Favia favus, and Platygyra sinensis and identify the BMP2/4 gene in an actiniarian, Actina equina. All of these species belong to the Radiata and represent the basal animal group in the evolution of the metazoans. Phylogenetic analyses further suggest that the BMP2/4 gene identified in A. equina is likely the most ancient one, and that the appearance of the BMP2/4 gene is not only connected to bilateral symmetry, but may also be closely related to the evolution of the Metazoa. http://www.sinica.edu.tw/zool/zoolstud/41.1/227.pdf.",dynamics,mix,multiple,NA,NA,NA,acropora_muricata; acropora_digitifera; favia_favus; platygyra_sinensis,cnidarians,NA,NA,NA,offshore_island,penghu,NA,N,adult,short,laboratory,NA,BMP2/4 gene; sea anemone; coral; phylogeny,NA
"A stable association of the stress-tolerant zooxanthellae, <i>Symbiodinium</i> clade D, with the low-temperature-tolerant coral, <i>Oulastrea crispata</i> (Scleractinia: Faviidae) in subtropical non-reefal coral communities",2003,ZOOLOGICAL STUDIES,NA,42,"Chen, CA and Lam, KK and Nakano, Y and Tsai, WS",NA,english,"A stable association of the stress-tolerant zooxanthellae, Symbiodinium clade D, with the low-temperature-tolerant coral, Oulastrea crispata (Scleractinia: Faviidae) in subtropical non-reefal coral communities. Zoological Studies 42(4): 540-550. We examined spatial and temporal zooxanthellae diversity in a low-temperature-tolerant coral, Oulastrea crispata, from 2 subtropical non-reefal coral communities, the Penghu Islands (the Pescadores), Taiwan and from Hong Kong, China using restriction fragment length polymorphism (RFLP) of partial nuclear small subunit ribosomal DNA (nssrDNA) and large subunit ribosomal DNA (nlsrDNA), together with phylogenetic analyses of DNA sequences. Oulastrea crispata occurs commonly on shallow reef depressions and on turbid bay bedrock inhabited by only a few other corals, and is a pioneer coral colonizing artificial substrates where environmental disturbance is high. This study demonstrates that the zooxanthellae associated with O. crispata, in Penghu and in Hong Kong belong to Symbiodinium clade D, a clade of zooxanthellae formally proposed to be stress tolerant in marginal habitats (Toiler et al. 2001a). Analyses of zooxanthellae diversity showed no apparent symbiosis polymorphism on either a spatial or temporal scale, suggesting that the association with Symbiodinium clade D is stable in O. crispata. Oulastrea crispata possesses opportunistic life history traits, including a variety of reproductive strategies and physiological tolerances, enabling it to colonize a variety of substrata unfavorable to other corals. Our finding showed a stable association with a stress-tolerant symbiont which may provide a key to how O. crispata can achieve such physiological adaptability.",holobiont,scleractinian,single,oulastrea_crispata,NA,NA,NA,NA,NA,NA,NA,offshore_island,penghu,NA,N,adult,long,mixed,NA,zooxanthellae; Symbiodinium clade D; Oulastrea crispata; stress tolerance; ribosomal DNA,NA
"Clavulazols A and B, two new pyrazine derivatives from Clavularia viridis",2004,Journal of the Chinese Chemical Society,10.1002/jccs.200400209,51,"Shen, Ya-Ching and Wang, Li-Tang and Cheng, Yuan-Bin and Khalil, Ashraf Taha and Chen, Meng-Hsien and Lin, Yu-Chi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645817484&doi=10.1002%2fjccs.200400209&partnerID=40&md5=8168eee9355527079bf4cd22d7d594fb,english,"Two new marine pyrazine derivatives, clavulazols A (4) and B (5), were isolated from ethyl acetate extract of the soft coral Clavularia viridis collected in Taiwan. The structures were determined on the basis of spectral analysis, especially 2D NMR as well as chemical conversion.",natural_products,octocoral,single,clavularia_viridis,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,antiviral_activity,Clavularia viridis; Pyrazine derivatives; Clavulazols A and B.,NA
New nardosinanes and 19-oxygenated ergosterols from the soft coral Nephthea armata collected in Taiwan,2004,Journal of Natural Products,10.1021/np0400858,67,"El-Gamal, Ali A. H. and Wang, Shang-Kwei and Dai, Chang-Feng and Duh, Chang-Yih",https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644371070&doi=10.1021%2fnp0400858&partnerID=40&md5=e566c5219f5981df3fd1ccc7dc446868,english,"Five new nardosinane sesquiterpenoids, armatins A-E (1-5), lemnal-1(10)-ene-2,12-dione (6) (a new natural product), and two new cytotoxic 19-oxygenated ergosterols, armatinols A and B (7 and 8), were isolated from the methylene chloride extract of the soft coral Nephthea armata, collected in Taiwan. The structures were elucidated by 1D and 2D NMR spectral analysis, and their cytotoxicity was determined against selected cancer cells.",natural_products,octocoral,single,nephthea_armata,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,NA,NA,NA
Novel polyhydroxysteroids from the Formosan soft coral <i>Sarcophyton glaucum</i>,2004,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,10.1002/jccs.200400033,51,"Wang, GH and Su, JH and Chen, CT and Duh, CY and Dai, CF and Sheu, JH",NA,english,"Two novel polyhydroxysteroids, (24S)-24-methylcholestane-3beta,5alpha,6beta,25zeta,26-pentol 26-n-decanoate (1), (24S)-24-methylcholestane-3beta,5alpha,6beta,25zeta,26-pentol 25,26-diacetate (2), and three known sterols (3-5), have been isolated from a Formosan soft coral Sarcophyton glaucum. The molecular structures of these compounds were determined by spectral methods. The cytotoxicity of these compounds toward various cancer cell lines has also been determined.",natural_products,octocoral,single,sarcophyton_glaucum,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,steroid,Sarcophyton glaucum; soft coral; polyhydroxysteroids; cytotoxicity,NA
New prostanoids with cytotoxic activity from Taiwanese octocoral <i>Clavularia viridis</i>,2004,JOURNAL OF NATURAL PRODUCTS,10.1021/np030435a,67,"Shen, YC and Cheng, YB and Lin, YC and Guh, JH and Teng, CM and Ko, CL",NA,english,"Bioassay-directed fractionation of the CH2Cl2-MeOH extract of Clavularia viridis collected in Taiwan has afforded seven new prostanoids, designated as 4-deacetoxyl-12-O-deacetylclavulone I (1), 4-deacetoxyl-12-O-deacetylclavulone II (2), bromovulone III (4), iodovulone II (5), 4-deacetoxyl-12-O-deacetylclavulone III (6), bromovulone III (7), and iodovulone III (8), in addition to seven known prostanoids (clavulones I, II, III, 7-acetoxy-7,8-dihydroiodovulone, chlorovulones II, III, and 4-deacetoxylclavulone II (3, claviridenone E)). The structures of compounds 1-8 Were determined on the basis of 1D and 2D NMR techniques including COSY, HSQC, and HMBC experiments. Pharmacological study revealed that bromovulone III (7) and chlorovulone II exhibited the most promising cytotoxicity against human prostate (PC-3) and colon (HT29) cancer cells.",natural_products,octocoral,single,clavularia_viridis,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,cancer,NA,NA
Steroids and sesquiterpenoids from the soft corals <i>Dendronephthya gigantea</i> and <i>Lemnalia cervicorni</i>,2004,JOURNAL OF NATURAL PRODUCTS,10.1021/np030550l,67,"Duh, CY and El-Gamal, AHA and Song, PY and Wang, SK and Dai, CF",NA,english,"One new cytotoxic steroid, dendronesterone A (1), two new steroids, dendronesterones B and C (2 and 3), and a known steroid (4) were isolated from the methylene chloride solubles of the Formosan soft coral Dendronephthya gigantea. Two cytotoxic ylangene-type sesquiterpenoids, lemnalol (5) and the new compound cervicol (6), as well as two ylangene-type sesquiterpenoids, isolemnalol (7) (a new compound) and 4-oxo-alpha-ylangene (8), were isolated from the methylene chloride solubles of the Formosan soft coral Lemnalia cervicorni. Their structures were elucidated by 1D and 2D NMR spectral analysis, and their cytotoxicity against selected cancer cells was measured in vitro.",natural_products,octocoral,single,dendronephthya_gigantea,lemnalia_cervicorni,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,steroid,NA,NA
